Video_ID,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,cluster,View Count,Like Count,Comment Count
--8n6A8Q6M0,1.08,0.0,0.0,1.87,1.22,1.77,1.11,1.67,1.22,0.56,0.0,0.0,0.29,0.0,2.34,0.88,0.02,0,338385,11044,1371
-0FfyNZdHk0,0.055,0.0,0.0,0.92,1.34,0.755,0.88,1.325,1.25,1.085,1.825,1.52,0.96,0.605,0.895,0.21,0.19,1,147,4,1
-1B7cVoZr1c,0.875,0.0,0.7050000000000001,0.515,0.425,0.935,0.17,0.375,0.76,1.465,0.2,1.005,0.0,0.5,0.22,0.66,0.25,1,150876,3011,225
-4yu_13EHFM,0.92,0.17,0.0,0.01,0.16,0.64,0.74,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1.25,0.68,0.0,1,28277,1158,381
-6FvAU9H98w,2.77,1.9,0.0,0.89,1.57,0.66,0.0,0.7,1.97,0.73,0.0,0.0,0.87,0.0,2.59,1.01,0.0,2,63409,1277,110
-7vF5F-1btE,0.27,0.0,0.59,0.3666666666666667,1.0783333333333334,1.025,0.6033333333333334,0.855,1.3,1.1183333333333334,0.2233333333333333,0.1383333333333333,0.4066666666666667,0.0816666666666666,0.8866666666666667,0.1433333333333333,0.0833333333333333,0,87790,4502,177
-9ACKA4sQ4U,1.315,0.34,0.0,0.39,0.27,0.325,0.265,0.5499999999999999,0.515,0.04,0.71,0.085,0.0,0.0,0.0,0.155,0.0,1,162,0,0
-9hDaG3nJwg,0.04,0.25,0.33,0.0,0.44,2.3,1.28,1.09,0.0,0.35,2.29,2.37,0.0,1.01,0.0,0.0,0.5,1,760108,33245,1568
-U5-r29G-t0,0.27,0.335,0.0,0.26,1.495,0.705,0.095,1.685,2.375,1.47,0.025,0.34,0.0,0.21,1.71,1.38,0.0,0,13852,493,66
008Fi25LbKY,0.0,0.0,0.51,0.56,2.165,3.095,0.41,2.585,2.04,1.0,0.725,0.38,0.0,0.0,1.9,0.55,0.115,0,38308,2288,204
00qBuhJeG-o,0.665,0.21,0.71,0.35,0.0,0.0,0.0,0.345,0.175,0.18,0.635,1.4700000000000002,0.225,0.0,0.0,1.385,0.435,1,36151,0,74
01CgNpWKero,1.3333333333333333,1.9633333333333336,0.1466666666666666,2.5500000000000003,0.5766666666666667,0.6733333333333333,0.5033333333333333,0.2466666666666666,0.8766666666666666,0.4966666666666666,0.08,0.0366666666666666,0.0,0.15,1.08,0.9666666666666668,0.1033333333333333,2,7772,258,26
026urE67c8c,1.89,0.66,0.01,0.32,1.91,2.36,0.0,2.24,1.8,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.05,0,111948,3939,497
06YeEjVLC0E,0.195,0.01,0.0,0.66,0.92,1.63,0.055,1.21,1.955,1.19,0.2,0.195,0.0,0.225,1.41,0.835,0.0,0,6830,461,184
06hhcGs3J88,0.905,0.6483333333333333,0.0,0.5416666666666666,0.205,0.6566666666666666,0.17,0.185,0.595,0.21,0.165,0.03,0.0,0.0,0.7316666666666668,0.1183333333333333,0.0,1,93184,3618,245
09HUMZrCH3A,0.71,0.045,0.64,0.46,0.255,0.4,0.28,0.165,1.14,0.085,0.025,0.0,0.05,0.155,0.35,0.0,0.0,1,717197,28185,1575
0AuL6FQR3HE,1.6150000000000002,0.0,1.745,2.245,0.28,0.05,0.17,2.075,0.475,0.51,1.035,1.145,0.0,0.525,0.555,0.0,0.55,1,13931,414,62
0Cj35oMbb9Q,0.6575,0.03,0.1975,0.5025000000000001,1.03,1.07,0.1975,0.9775,0.9325,0.6849999999999999,0.155,0.0,0.1125,0.05,1.4875,1.0499999999999998,0.1275,1,424254,7287,770
0E4c8VDmUTk,0.84,0.055,0.0,0.97,0.54,0.945,0.025,0.295,0.0,0.0,2.265,0.24,0.57,0.25,0.48,0.235,0.0,1,93762,3137,256
0ENcrVkHwBY,1.215,0.18,0.755,0.175,0.91,0.29,0.25,1.075,0.85,1.45,0.74,1.3250000000000002,1.01,0.14,0.155,1.105,0.085,1,46480,1778,192
0GVD-9hxk_s,0.9933333333333332,0.8466666666666667,0.5033333333333333,1.5366666666666668,0.69,0.6699999999999999,0.4466666666666667,0.92,1.0533333333333332,0.9,0.3633333333333333,0.0,0.41,0.0,1.14,0.0,0.0566666666666666,1,239,32,0
0IJm5TFpldU,0.1333333333333333,0.0,0.2933333333333333,0.0,1.45,0.6666666666666666,1.0066666666666666,1.72,1.356666666666667,1.2433333333333334,0.1633333333333333,0.0,0.31,0.0,1.0133333333333334,0.4666666666666667,0.0,0,6334,583,52
0IMWasj76yU,0.13,0.0,0.08,0.81,0.9,1.59,1.38,1.03,0.0,0.46,1.38,0.83,0.0,0.0,0.08,0.28,0.1,1,959,31,1
0KOXxVJx0sk,0.49,0.0,0.0466666666666666,0.0,1.4733333333333334,0.85,0.7799999999999999,1.26,0.8966666666666666,1.9266666666666667,0.25,1.21,1.903333333333333,0.4133333333333333,0.4033333333333333,1.3833333333333335,0.0866666666666666,0,1683,80,19
0Mnau-zACiE,0.3525,0.0325,0.0,0.7550000000000001,0.5375,0.45,0.2325,1.54,1.0,0.6025,0.7475,0.6174999999999999,0.0725,0.0,0.8825,0.755,0.0,1,773859,20105,2463
0O2i843tdU4,1.7075,0.4374999999999999,0.7975,1.4975,0.1325,0.0,0.1775,0.8225,0.175,0.5275000000000001,0.3575,1.115,0.14,0.125,0.54,0.885,0.085,1,1419681,29189,4343
0Qr12Zerphs,0.41,0.435,0.0,0.7125,0.64,1.735,0.12,0.6000000000000001,0.4649999999999999,0.2375,0.6375,0.645,0.5349999999999999,0.1825,0.9425,0.6950000000000001,0.32,1,21975,527,32
0Rge7nN8wss,1.9825,0.6225,0.185,2.075,0.1125,0.1475,0.0525,0.1075,0.57,0.51,0.1725,0.05,0.7425,0.0,0.285,0.2425,0.0,2,140,95,0
0SlWsnwIWN4,0.95,0.2,1.41,0.39,1.57,0.74,1.13,0.23,0.0,0.31,1.09,1.11,0.0,0.0,2.01,0.5,0.0,1,8949,173,51
0UDH4y28YVQ,0.34,0.0,0.0,0.0,2.2,0.56,0.97,2.39,2.59,2.08,0.0,0.0,0.0,0.0,1.94,0.82,0.0,0,3674,184,53
0UFz5YQk8o0,0.835,0.6,0.575,0.655,0.12,0.305,0.16,1.155,0.12,1.065,0.17,1.005,0.0,0.54,0.155,0.12,0.4,1,4858,201,19
0_6HMZjStiQ,1.4266666666666667,0.6066666666666667,0.6933333333333334,0.6233333333333333,1.0933333333333335,1.65,0.0,0.8733333333333332,1.29,0.18,0.0033333333333333,0.0133333333333333,0.4733333333333333,0.0766666666666666,0.9666666666666668,0.2966666666666667,0.0,1,44376,2116,245
0_pTnqziRqo,1.0066666666666666,0.1066666666666666,0.3433333333333333,0.7166666666666667,0.62,0.1433333333333333,0.5166666666666666,0.9966666666666668,0.8133333333333334,1.1900000000000002,0.4433333333333333,0.1566666666666666,0.0999999999999999,0.04,1.28,0.36,0.2166666666666666,1,247720,10465,561
0ax6XooGykc,1.37,0.05,1.32,1.2,1.1,0.0,0.0,1.88,2.52,2.35,0.0,0.0,0.7,0.0,1.98,0.0,1.23,0,21561,473,67
0e2__WsRZdg,0.754,0.768,0.412,2.158,0.538,0.6599999999999999,0.1399999999999999,0.712,0.944,0.526,0.198,0.112,0.622,0.0579999999999999,1.814,1.036,0.372,2,159732,3519,80
0eTmLcoLe9s,0.69,0.0,0.474,0.436,0.8019999999999999,1.216,0.532,0.33,1.1960000000000002,0.432,0.2299999999999999,0.0,0.4019999999999999,0.008,0.726,0.2659999999999999,0.08,1,11391,251,41
0hjnu1Hjbo4,0.0,0.0,0.015,0.0,0.545,0.0,0.815,0.16,0.6,2.15,0.95,1.375,0.74,0.33,0.215,1.265,0.0,1,83254,3719,310
0i_ZIWC0c1M,0.7799999999999999,0.15,0.98,0.0,1.3333333333333333,0.8400000000000002,0.9466666666666668,1.1133333333333333,0.5533333333333333,0.4433333333333333,0.5466666666666666,0.6466666666666666,0.2533333333333333,0.0,0.3066666666666666,0.6333333333333333,0.3333333333333333,1,962200,22279,1729
0icIUe7SCcQ,1.17,0.0,0.165,1.62,0.335,0.12,0.065,0.46,0.565,0.425,0.31,0.0,0.56,0.0,0.535,0.0,0.235,1,384,36,45
0mDJwB6DLvg,0.64,0.0,0.0,0.74,0.0,0.0,0.79,1.68,0.63,0.48,0.75,0.0,0.0,0.0,2.32,1.37,0.0,1,475,5,3
0nRXbv67-4M,0.73,0.0,0.1,0.0,0.7,0.17,0.0,1.38,0.8,0.0,0.0,0.0,0.35,0.0,3.35,0.09,1.09,0,215273,11612,1443
0nVPBJnjzeI,0.6733333333333333,0.0066666666666666,0.3566666666666666,0.2966666666666667,0.1566666666666666,0.0666666666666666,0.2166666666666666,0.7466666666666667,0.3366666666666666,0.0,0.0333333333333333,0.0,0.0033333333333333,0.0,1.1733333333333331,1.1833333333333331,0.0333333333333333,1,135614,9096,323
0o5lQ6LZ4rI,0.98,0.605,0.0,0.915,0.1,0.705,0.045,0.565,0.385,0.0,0.87,0.0,0.0,0.0,1.125,0.495,0.0,1,101413,5027,202
0qIhFhM6eKw,0.79,0.36,0.0,0.88,0.4,0.19,0.08,2.24,0.86,0.8,0.25,0.91,0.0,0.29,0.05,1.3,0.0,1,11350,528,106
0r-T21BKkMk,0.3175,0.8975000000000001,0.0,1.645,0.1325,0.06,0.1475,0.0675,0.21,0.0,0.415,0.4575,0.725,0.0,0.985,0.8075,0.0,1,627984,17417,798
0r3rU0ipuiQ,0.7983333333333333,0.135,0.735,0.535,1.1583333333333334,1.015,0.3416666666666667,0.9416666666666668,0.8266666666666667,1.03,0.3366666666666666,0.065,0.4383333333333333,0.12,0.7116666666666668,0.505,0.2883333333333334,1,64496,2223,112
0uJu9JkxNwI,0.0,0.0,0.0,0.0,1.28,2.48,0.0,2.67,2.63,0.27,0.0,0.0,0.33,0.0,2.33,0.73,0.0,0,7106,99,22
0yqdgfLWhpM,0.4825,0.0,0.1925,0.9825,0.615,1.325,0.0875,0.505,0.2274999999999999,0.2425,0.0875,0.0275,1.0875,0.325,0.9675,0.0,0.185,1,24235,1089,228
0z_UIEHwskI,1.085714285714286,0.3185714285714285,0.3057142857142857,0.4728571428571428,1.1085714285714283,1.717142857142857,0.4914285714285714,0.8171428571428573,0.687142857142857,0.2457142857142857,0.3928571428571428,0.2557142857142857,0.1514285714285714,0.1071428571428571,1.48,1.3714285714285714,0.3814285714285714,1,936507,29805,4318
0zkiGw4F5Pw,0.0,0.0,0.495,0.495,0.505,0.985,0.105,0.865,1.625,0.625,0.0,0.0,0.305,0.055,1.41,0.495,0.675,1,186756,9030,513
0zyiBgLpoeE,0.88,0.255,0.16,0.3875,1.9025,2.1375,1.305,1.7025,2.0425,1.285,0.0575,0.1525,0.3075,0.0425,1.67,0.5499999999999999,0.81,0,73796,4361,307
1-4pxMY9rq8,0.72,0.14,0.0,0.0,0.0,0.61,0.0,0.0,0.32,0.61,0.02,0.16,0.0,0.0,0.33,0.0,0.0,1,1419753,10231,2331
1-b2aT0of_Y,0.0,0.0,0.73,0.035,0.68,2.02,0.78,0.085,0.325,0.535,0.07,0.005,0.015,0.0,0.315,0.915,0.59,1,946226,22996,3730
1-m9KLTaeaI,0.6,0.125,0.0,0.315,1.365,0.99,0.7350000000000001,1.385,1.03,1.27,0.585,0.285,1.48,0.0,1.915,0.65,0.06,0,655,18,19
12cGM8Quszs,0.8466666666666667,0.2966666666666667,0.1766666666666666,1.3066666666666666,1.3533333333333335,0.8233333333333334,0.2133333333333333,1.0766666666666669,1.2466666666666668,1.4833333333333334,0.6433333333333333,1.1966666666666663,0.8733333333333334,0.3233333333333333,1.5366666666666668,1.346666666666667,0.5499999999999999,0,144723,5805,170
12t-wjHSq5c,0.46,0.0,0.0,0.0,1.79,1.29,0.41,2.87,2.09,1.31,0.19,0.0,0.0,0.0,0.71,0.0,0.0,0,10537,841,120
13wZEXCrprY,0.12,0.0,0.66,1.01,0.0,0.0,0.85,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.14,0.0,0.0,1,2466,193,11
160z2kH-pfQ,0.0,0.0,1.49,1.3133333333333332,0.6133333333333334,0.1033333333333333,0.1399999999999999,0.9766666666666668,0.9033333333333332,1.0733333333333333,0.5833333333333334,0.0,0.0,0.0,1.9566666666666668,1.343333333333333,0.8133333333333334,1,881045,16946,696
16GQKjDDrXM,0.46,0.01,0.0,0.0,0.94,0.46,0.0,1.1,1.42,1.37,0.0,0.05,0.34,0.0,0.26,0.32,0.0,1,18318,237,71
17JEASUW0zI,1.46,0.0,0.0,1.22,0.72,0.08,0.0,0.86,2.55,1.96,0.0,0.0,1.0,0.0,2.21,0.0,0.0,0,568,14,6
18Iluqov9Xk,0.04,0.05,0.385,0.0,0.0,0.105,0.08,0.92,0.295,0.365,0.265,0.22,0.0,0.035,0.06,0.205,0.84,1,61,1,0
18oXZbC_RYI,0.6699999999999999,0.2533333333333333,0.5833333333333334,1.923333333333333,0.0,0.0,0.1133333333333333,0.3733333333333333,0.0,0.0666666666666666,0.1366666666666666,0.65,0.0,0.0866666666666666,0.4433333333333333,0.5399999999999999,0.0,1,72138,3645,462
196oXdYgBEs,0.6,0.35,0.4399999999999999,0.1533333333333333,0.4599999999999999,1.0266666666666666,0.6333333333333333,0.4366666666666667,0.4733333333333333,1.29,0.7366666666666667,0.5300000000000001,1.0366666666666668,0.5966666666666667,0.3233333333333333,0.1833333333333333,0.1633333333333333,1,114570,3524,297
1C753eMNsKg,0.2766666666666666,0.0,0.0933333333333333,0.4566666666666667,0.0,0.8366666666666666,0.0266666666666666,0.0166666666666666,0.1266666666666666,0.1366666666666666,0.2666666666666666,0.0,0.37,0.16,0.12,0.5333333333333333,0.7133333333333334,1,94533,3034,250
1Ccsgr9T69Q,0.5,0.0,0.3,0.085,0.7050000000000001,0.115,0.565,0.34,0.61,1.425,0.17,0.0,0.0,0.7,0.745,1.35,0.035,1,33480,2833,499
1D9m0RkEwTg,0.995,0.29,0.0,0.345,1.545,1.235,0.395,1.1150000000000002,1.73,0.64,0.0,0.0,0.34,0.185,0.835,0.0,0.0,0,25580,1895,323
1FJE4khqN8c,0.13,0.43,1.33,2.47,0.62,1.38,1.97,0.0,0.0,0.0,1.77,0.0,0.16,0.0,2.28,0.0,0.0,1,150585,5949,507
1GHM1QQDSrI,0.748,0.554,0.146,0.8959999999999999,0.212,0.79,0.892,0.7,0.07,0.3139999999999999,1.556,0.594,0.134,1.354,0.5199999999999999,0.296,0.156,1,76510,2268,289
1HEOo6a91yY,1.16,0.82,0.0,0.55,0.11,0.35,0.0,0.59,0.23,0.0,0.0,0.0,0.0,0.0,2.16,0.38,0.31,1,94818,3708,500
1Kgct3YJoJU,0.12,0.0,0.025,0.0,2.24,2.34,0.535,2.14,2.45,1.2,0.555,0.0,0.7949999999999999,0.0,1.815,0.0,0.0,0,23498,850,153
1MCRXw7u1qs,1.355,0.885,0.0,2.08,1.185,1.025,0.0,1.3150000000000002,1.665,0.865,0.04,0.0,0.0,0.095,2.565,0.5,0.035,2,96605,5065,227
1QHRFZwKSMw,0.8300000000000001,0.6683333333333333,1.1033333333333333,1.0116666666666667,0.4266666666666667,1.215,0.2933333333333333,1.3783333333333332,0.4866666666666666,0.6216666666666667,0.4016666666666666,0.4066666666666667,0.2966666666666667,0.0616666666666666,1.4733333333333334,0.5083333333333334,0.3783333333333333,1,214774,7879,271
1REnqKrSTls,0.8966666666666666,0.6333333333333333,0.4983333333333333,0.9466666666666668,0.2466666666666666,0.7333333333333334,0.3616666666666666,0.33,0.0433333333333333,0.1783333333333333,0.515,0.375,0.3416666666666666,0.3333333333333333,0.6416666666666667,0.2916666666666667,0.1216666666666666,1,1722102,38099,2372
1Ucsm6J24Us,0.0,0.0,0.89,0.0,3.49,3.34,0.69,2.65,2.96,2.13,0.0,0.0,0.1,0.23,2.27,0.38,0.05,0,5344,311,42
1aZ4UYjlHEA,1.48,1.26,0.315,1.68,1.4500000000000002,0.475,0.025,1.605,1.775,1.185,0.805,0.06,0.345,0.005,2.86,0.985,0.12,2,67802,3870,116
1e0Aed3Xx2c,0.3916666666666666,0.2933333333333333,0.535,0.9566666666666668,0.3799999999999999,0.87,0.5066666666666667,0.6216666666666667,0.4599999999999999,0.5850000000000001,0.3466666666666667,0.4716666666666667,0.2983333333333333,0.2533333333333333,0.375,0.945,0.1383333333333333,1,100788,2686,76
1o_Zw6LbLnU,0.767142857142857,0.4442857142857143,0.1285714285714286,0.7028571428571428,0.1757142857142857,0.13,0.0,0.6228571428571428,0.4414285714285714,0.0542857142857142,0.2728571428571428,0.41,0.0,0.0742857142857142,0.3257142857142857,0.3771428571428571,0.0042857142857142,1,9016,1074,41
1qa9wW9Qghs,1.34,0.0,0.3249999999999999,0.0,1.56,1.595,1.48,1.705,1.85,1.975,0.42,0.0,0.8400000000000001,0.05,1.86,0.225,0.09,0,17474,938,173
1qe4A4gGhIA,0.84,0.065,1.255,0.165,0.925,1.905,0.815,1.695,1.37,0.76,0.035,0.34,0.72,0.25,0.92,0.185,0.085,0,1808,127,35
1qvAJGZYr3E,0.485,0.665,0.0,1.135,0.275,0.0,0.0,0.325,1.36,0.98,0.36,0.0,0.385,0.0,0.475,0.16,0.0,1,152895,4905,204
1rlXGI3NnTU,0.8966666666666666,0.5599999999999999,0.2766666666666666,1.7733333333333334,0.0,0.0866666666666666,0.1433333333333333,0.3366666666666666,0.1333333333333333,0.25,0.5933333333333334,0.2966666666666667,0.3966666666666666,0.2066666666666666,0.2833333333333333,0.4266666666666666,0.0,1,23668,855,71
20SwObTtOB8,1.1966666666666663,0.1466666666666666,0.8733333333333334,0.5033333333333333,0.36,0.0,0.7666666666666666,1.04,0.49,0.1633333333333333,0.5166666666666667,0.33,1.06,0.2233333333333333,0.7666666666666666,0.0,0.06,1,34070,615,97
227xidPFDng,1.81,1.01,0.29,1.1233333333333333,0.4599999999999999,0.05,0.4733333333333333,1.41,1.03,0.9966666666666666,0.8966666666666666,0.4533333333333333,0.1399999999999999,0.0433333333333333,1.1266666666666667,0.7400000000000001,0.0,2,29291,1103,64
23GYjckuz9E,0.23,0.2,0.0,2.71,0.32,1.15,0.0,0.22,0.35,0.15,0.2,0.0,0.07,0.0,1.59,0.0,0.0,1,69919,3539,316
23L8K7nOG_c,0.31,0.0,0.46,0.28,1.42,3.06,0.19,1.36,0.51,0.51,0.0,0.0,0.27,0.0,1.97,0.0,0.78,0,1569,149,45
23cDngtz2Mo,0.0,0.615,0.0,0.0,0.025,0.04,0.02,0.29,0.3,0.5549999999999999,0.19,0.73,0.23,0.02,0.41,0.63,1.92,1,113455,4564,594
255FPlIIomg,0.475,0.0,0.695,1.035,0.115,0.945,1.02,0.04,0.0,0.06,0.8300000000000001,0.63,0.71,0.14,0.0,0.0,0.04,1,21634,1198,128
27DfJdlizR8,0.8066666666666666,0.6466666666666666,0.1666666666666666,0.4833333333333333,0.35,1.403333333333333,0.42,0.7933333333333333,0.65,0.1333333333333333,0.7533333333333333,0.46,0.5366666666666666,0.4833333333333333,0.0699999999999999,0.89,0.0,1,15019,623,173
27yofdZnH9s,2.06,1.035,0.155,0.8,0.8200000000000001,1.38,0.02,2.325,1.66,0.655,0.58,0.0,0.72,0.0,1.94,0.04,0.13,0,1665247,63100,4746
28K1KJwvuBI,1.36,1.44,1.59,0.29,1.96,0.78,0.0,1.38,2.57,2.57,0.0,0.0,0.0,0.37,2.02,0.0,0.0,0,2488875,105629,2277
2DBEblhgaJk,0.9966666666666668,1.086666666666667,0.3033333333333333,2.0500000000000003,1.2166666666666666,0.7166666666666667,0.0933333333333333,1.903333333333333,2.08,1.0566666666666666,0.0566666666666666,0.12,0.0,0.12,2.02,0.6466666666666666,0.1733333333333333,0,115071,6236,135
2DIqmd6yQBY,0.81,0.43,0.615,2.19,0.22,0.145,0.33,0.4649999999999999,0.025,1.27,1.01,0.67,0.255,0.17,0.325,0.685,0.43,1,74069,974,42
2D_v3mrBmGI,0.7150000000000001,0.0,0.885,0.06,0.4649999999999999,0.725,1.24,0.675,0.0,0.655,1.125,0.605,0.8,0.1,0.185,0.575,0.0,1,28886,1347,69
2E-52BubRvM,0.3166666666666666,0.1366666666666666,0.3166666666666666,0.0166666666666666,0.18,0.16,0.0,0.7566666666666665,0.6266666666666666,0.84,0.5633333333333334,0.4266666666666667,1.24,0.0,0.15,0.0,0.7433333333333333,1,242678,7500,279
2Emt_xXktmI,0.7200000000000001,0.33,0.0,0.0,0.455,0.755,0.53,0.7899999999999999,1.3050000000000002,0.395,0.0,0.0,0.0,0.0,1.245,0.005,0.735,1,1968,50,5
2FHnLyeuvt0,1.16,0.05,0.0,0.26,1.9,2.57,0.58,0.58,1.71,0.89,0.0,0.24,1.5,0.29,1.69,0.88,0.0,0,28912,829,104
2G4w9gH8iEs,0.4862499999999999,0.2175,0.20625,0.12125,0.53375,0.66,0.1975,0.7474999999999999,0.9775,0.6062500000000001,0.18,0.185,0.3175,0.20375,0.515,0.3774999999999999,0.1725,1,1758775,56626,3594
2GS8wQxCC9M,0.304,0.0,1.032,0.0,0.8639999999999999,1.27,0.438,0.484,1.12,0.768,0.408,0.51,0.406,0.366,0.8240000000000001,0.4599999999999999,0.076,1,151883,5061,303
2HpGUdqGwdc,1.44,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.45,0.38,0.68,0.0,1.2,0.0,0.54,0.0,0.48,1,47221,1212,189
2IhEU5rzUOE,0.03,0.3,0.6950000000000001,0.0,0.815,0.715,0.4049999999999999,1.235,0.995,0.765,0.43,0.755,0.2,0.0,0.57,0.48,1.4500000000000002,1,21210,1482,160
2JF7m9fNMBo,0.59,0.41,0.0,1.44,0.69,0.06,0.0,0.0,0.4,0.54,0.0,0.0,0.13,0.17,0.14,0.1,0.0,1,57739,587,38
2MJvug6QOgA,1.82,1.57,0.08,0.92,0.96,0.64,0.0,1.92,1.82,0.9,0.02,0.0,0.21,0.0,2.88,1.25,0.0,2,351693,10759,2012
2OT5Pcl4iF0,1.19,2.06,0.27,1.77,0.195,0.0,0.0,0.415,0.0,0.395,0.67,0.21,0.0,0.0,1.74,2.1950000000000003,0.0,2,481807,11728,1362
2Ol8aJTPEl4,0.715,0.885,0.0,0.65,2.055,1.905,0.52,2.355,2.93,0.705,0.0,0.0,0.95,0.0,3.66,1.715,0.6,0,80975,3502,345
2Pn0MNwUjM0,0.0,0.0,0.0033333333333333,0.0,2.3833333333333333,1.89,0.0433333333333333,0.8733333333333334,2.24,1.1733333333333331,0.0466666666666666,0.0,0.6333333333333333,0.0933333333333333,1.5666666666666669,0.0,0.0766666666666666,0,6261,362,17
2TETrMU1Q3I,1.52,0.0,1.165,2.025,1.105,0.755,0.6100000000000001,1.815,1.48,1.685,0.295,0.415,1.24,0.1,0.505,0.0,0.65,0,73099,621,129
2TghJw4IZZ0,0.9333333333333336,1.0233333333333332,0.03,0.8133333333333334,0.3166666666666666,0.0,0.52,0.5,0.29,0.1933333333333333,0.2733333333333334,0.94,0.7766666666666667,0.0,0.2433333333333333,0.87,0.1833333333333333,1,18190,941,50
2TkGKRUcH9M,1.12,0.155,0.415,0.045,1.54,0.685,0.7575,0.8275,1.9025,1.0325,0.13,0.0,0.59,0.3424999999999999,0.9525,0.1275,0.0,0,788,9,15
2TmagN6RhkI,0.3866666666666666,0.3933333333333333,0.3133333333333333,0.2033333333333333,0.0,0.7133333333333333,0.09,0.0433333333333333,0.0866666666666666,0.0,0.6933333333333334,0.0,0.1133333333333333,0.0,0.5066666666666667,0.66,0.3866666666666666,1,530469,14287,941
2cSj4R5OqN0,0.79,0.0,0.64,0.0,1.785,1.825,0.68,2.165,2.515,0.02,0.445,0.22,0.73,0.315,1.395,0.4349999999999999,0.135,0,1390864,39103,1425
2cXlM4qr8Lw,0.04,0.0,1.7,0.85,2.33,2.54,1.25,1.89,2.24,1.87,0.86,0.33,0.0,1.0,0.0,0.0,0.0,0,115846,7030,232
2cj-ZOqXn0s,1.08,0.0,0.03,2.16,0.84,2.63,1.85,1.9,0.0,0.0,2.51,0.0,1.16,0.0,0.72,0.64,0.0,1,319371,1937,419
2g3Gu9cA_AU,0.0,0.0,0.0,0.11,0.01,0.25,1.31,0.71,0.65,0.57,0.31,0.0,0.0,0.0,0.84,0.0,0.72,1,548738,39987,1758
2gDO3w-Zv5Q,0.6966666666666667,0.4833333333333333,0.0,0.2366666666666666,0.7999999999999999,0.27,0.04,0.93,1.6466666666666667,1.7433333333333332,0.0,0.0,0.3533333333333333,0.0,1.0566666666666666,0.1966666666666666,0.3366666666666666,0,1367433,17199,3971
2iPplpNHjTQ,1.78,1.11,0.0,0.0,1.3,0.0,0.0,1.56,2.46,2.28,0.0,0.26,0.41,0.12,0.51,0.0,0.0,0,220236,9980,1484
2j_1TomiT9Q,0.3225,0.3975,0.6925,0.9225,1.2375,1.815,0.495,2.315,1.33,1.2025,0.305,0.1925,0.485,0.0775,2.105,0.515,0.52,0,55754,2592,86
2l94S4_jMTY,0.5533333333333333,0.0,0.1033333333333333,1.2733333333333332,0.4733333333333333,1.643333333333333,0.25,0.5033333333333333,0.6433333333333333,0.7233333333333333,0.5733333333333334,0.0366666666666666,0.7166666666666667,0.7000000000000001,0.82,0.7966666666666665,0.0166666666666666,1,374351,16194,1802
2lXdrSXl9Io,0.71,0.0,0.0,0.7000000000000001,0.6433333333333333,0.2966666666666667,0.9933333333333332,0.8866666666666667,0.8466666666666667,0.59,1.79,0.3066666666666667,0.7966666666666667,1.78,0.8133333333333334,1.5099999999999998,0.15,1,32516,1147,163
2n67uXYSG5c,2.245,2.655,0.32,0.545,0.0,0.045,0.0,0.075,0.0,0.0,1.205,0.01,0.555,0.0,1.705,0.355,1.3,2,1194,99,24
2nb7W-iphsk,0.488421052631579,0.08,0.2442105263157895,0.3563157894736842,0.4121052631578947,0.6926315789473684,0.2621052631578948,0.865263157894737,0.9152631578947368,0.6710526315789473,0.2263157894736842,0.1336842105263158,0.1636842105263158,0.1457894736842105,0.6473684210526315,0.5468421052631579,0.0926315789473684,1,165324,7215,511
2ncOVB0wTtc,1.05,0.555,1.515,1.25,0.98,1.24,0.535,1.505,0.805,0.32,1.715,0.0,0.0,0.3,1.735,0.13,0.29,1,58657,1865,451
2pGWzr7QXtU,0.51,0.93,0.0,2.77,0.0,0.14,0.0,0.0,0.37,0.0,0.0,0.0,0.19,0.0,0.84,1.99,0.0,2,412532,10648,922
2qgmxrekr0g,0.6161538461538462,0.1469230769230769,0.29,0.5523076923076923,0.0438461538461538,0.483076923076923,0.1723076923076923,0.446923076923077,0.07,0.2792307692307692,0.2892307692307692,0.173076923076923,0.2476923076923076,0.0438461538461538,0.0846153846153846,0.3961538461538462,0.0946153846153846,1,50642955,777575,28951
2qqc_Mx3zuI,0.365,0.0,0.0,0.0,0.8400000000000001,0.655,0.0,0.725,2.275,0.625,0.305,0.0,0.18,0.0,1.065,0.53,0.505,0,1576,22,0
2sZh5FtJRb8,0.655,0.525,0.0,0.745,0.125,0.0,0.625,0.925,0.995,0.165,0.405,1.225,0.07,0.0,0.27,0.615,0.0849999999999999,1,11977,640,146
2sb7GzhpLBQ,1.08,0.43,0.32,1.24,0.0,0.0,0.0,0.91,0.0,0.0,1.83,0.41,0.04,0.0,0.07,0.0,0.0,1,164519,2429,1283
2shoun41cW0,0.0,0.0,0.0,0.0,1.39,3.11,0.0,2.76,2.68,0.0,0.0,0.0,0.07,0.0,2.32,0.58,0.0,0,6867,122,4
